RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31
394367,66,"Baton Rouge, LA",msa,LA,,,,,,,,,,,,,,33.0,35.0,34.0,34.0,43.0,42.0,40.0,29.0,22.0,36.0,39.0,43.0,39.0,38.0,43.0,43.0,40.0,41.0,42.0,43.0,44.0,45.0,45.0,47.0,47.0,34.0,32.0,42.0,44.0,44.0,42.0,45.0,44.0,41.0,38.0,38.0,36.0,35.0,36.0,37.0,36.0,36.0,35.0,34.0,34.0,33.0,34.0,37.0,35.0,36.0
394843,67,"McAllen, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,26.0,22.0,17.0,24.0,29.0,9.0,23.0,33.0,34.0,36.0,34.0,39.0,40.0,37.0,36.0,37.0,37.0,38.0,38.0,35.0,34.0,34.0,37.0,35.0,38.0,36.0,36.0,38.0,36.0,33.0,32.0,34.0,32.0,33.0,31.0,30.0,30.0,28.0,28.0,31.0,29.0,25.0,24.0
394908,68,"New Haven, CT",msa,CT,17.0,33.0,45.0,50.0,50.0,55.0,53.0,52.0,52.0,50.0,51.0,48.0,50.0,49.0,49.0,49.0,50.0,52.0,52.0,51.0,50.0,49.0,48.0,49.0,52.0,50.0,46.0,51.0,55.0,52.0,51.0,53.0,52.0,54.0,54.0,55.0,47.0,49.0,50.0,51.0,52.0,54.0,53.0,53.0,52.0,51.0,50.0,51.0,53.0,52.0,47.0,46.0,46.0,51.0,49.0,49.0,48.0,47.0,48.0,48.0,49.0,46.0,45.0
394561,69,"El Paso, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,32.0,47.0,54.0,60.0,67.0,65.0,37.0,26.0,41.0,43.0,45.0,47.0,47.0,48.0,50.0,45.0,40.0,41.0,42.0,43.0,40.0,39.0,39.0,43.0,37.0,39.0,24.0,31.0,35.0
394318,70,"Allentown, PA",msa,PA,50.0,44.0,39.0,47.0,44.0,45.0,48.0,47.0,49.0,51.0,45.0,53.0,58.0,46.0,47.0,46.0,46.0,46.0,48.0,53.0,54.0,46.0,49.0,50.0,64.0,56.0,48.0,44.0,54.0,49.0,42.0,48.0,35.0,44.0,49.0,54.0,38.0,43.0,49.0,50.0,48.0,50.0,52.0,49.0,49.0,50.0,49.0,48.0,52.0,50.0,44.0,45.0,45.0,47.0,49.0,46.0,44.0,44.0,45.0,45.0,48.0,43.0,42.0
394952,71,"Oxnard, CA",msa,CA,39.0,32.0,34.0,34.0,36.0,36.0,36.0,35.0,34.0,34.0,36.0,34.0,36.0,33.0,34.0,35.0,36.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,38.0,35.0,34.0,35.0,38.0,35.0,34.0,36.0,37.0,38.0,38.0,38.0,39.0,36.0,35.0,36.0,34.0,35.0,34.0,33.0,34.0,34.0,33.0,34.0,35.0,32.0,31.0,30.0,30.0,31.0,30.0,31.0,30.0,32.0,30.0,31.0,33.0,29.0,30.0
394486,72,"Columbia, SC",msa,SC,,,43.0,39.0,43.0,43.0,42.0,39.0,48.0,36.0,35.0,39.0,37.0,32.0,36.0,40.0,41.0,38.0,39.0,34.0,47.0,44.0,46.0,45.0,41.0,40.0,37.0,46.0,51.0,47.0,48.0,48.0,42.0,49.0,47.0,43.0,50.0,44.0,37.0,34.0,41.0,47.0,43.0,42.0,43.0,47.0,43.0,40.0,44.0,41.0,44.0,37.0,44.0,40.0,40.0,37.0,39.0,36.0,38.0,34.0,33.0,30.0,29.0
753906,73,"North Port, FL",msa,FL,41.0,39.0,41.0,43.0,46.0,46.0,44.0,44.0,43.0,43.0,41.0,40.0,43.0,40.0,40.0,42.0,44.0,45.0,45.0,43.0,42.0,32.0,38.0,40.0,42.0,39.0,40.0,45.0,46.0,42.0,42.0,44.0,45.0,45.0,44.0,43.0,43.0,40.0,42.0,45.0,44.0,43.0,43.0,43.0,40.0,40.0,40.0,41.0,42.0,38.0,39.0,40.0,40.0,42.0,40.0,38.0,38.0,43.0,40.0,37.0,39.0,36.0,38.0
845158,74,"Dayton, OH",msa,OH,46.0,42.0,41.0,41.0,42.0,45.0,46.0,43.0,43.0,43.0,44.0,43.0,42.0,39.0,41.0,39.0,42.0,46.0,48.0,46.0,49.0,48.0,48.0,47.0,49.0,42.0,44.0,50.0,49.0,50.0,50.0,57.0,56.0,53.0,55.0,58.0,62.0,68.0,52.0,48.0,50.0,53.0,56.0,56.0,58.0,53.0,51.0,56.0,57.0,57.0,48.0,49.0,50.0,54.0,59.0,57.0,54.0,49.0,46.0,46.0,51.0,45.0,40.0
394457,75,"Charleston, SC",msa,SC,51.0,45.0,43.0,43.0,45.0,48.0,47.0,46.0,50.0,47.0,43.0,44.0,46.0,43.0,41.0,43.0,45.0,49.0,48.0,46.0,50.0,48.0,43.0,46.0,48.0,43.0,43.0,46.0,47.0,46.0,47.0,50.0,49.0,51.0,50.0,49.0,54.0,49.0,47.0,47.0,48.0,50.0,48.0,46.0,48.0,46.0,47.0,46.0,50.0,45.0,43.0,44.0,44.0,43.0,41.0,42.0,46.0,45.0,42.0,40.0,41.0,40.0,37.0
